,pjm_avg,day,thi
52187,0.1884,2174,42.1934
52188,0.1941,2174,41.9234
52189,0.1904,2174,42.0134
52190,0.1874,2174,44.1734
52191,0.1654,2174,46.5134
52192,0.07214,2174,48.4934
52193,0.00537,2174,50.0234
52194,0.0,2174,51.193398
52195,0.0,2174,52.457
52196,0.0,2174,52.817
52197,0.0,2174,51.197
52198,0.0,2174,48.6734
52199,0.0,2174,46.9634
52200,0.0,2175,44.893402
52201,0.0,2175,44.3534
52202,0.0,2175,44.2634
52203,0.0,2175,43.9034
52204,0.0,2175,44.623398
52205,0.0,2175,44.0834
52206,0.0,2175,43.3634
52207,0.0,2175,42.7334
52208,0.0119,2175,40.370003
52209,0.0754,2175,40.2422
52210,0.1141,2175,40.6022
52211,0.1313,2175,41.0234
52212,0.1382,2175,41.72
52213,0.1183,2175,42.440002
52214,0.0882,2175,43.0934
52215,0.06476,2175,47.0822
52216,0.03058,2175,50.3222
52217,0.000309,2175,53.214798
52218,0.0,2175,55.104797
52219,0.0,2175,56.8922
52220,0.0,2175,56.5448
52221,0.0,2175,55.3748
52222,0.0,2175,54.886997
52223,0.0,2175,54.886997
52224,0.0,2176,55.067
52225,0.0,2176,55.247
52226,0.0,2176,54.797
52227,0.0,2176,54.797
52228,0.0,2176,54.976997
52229,0.0,2176,55.336998
52230,0.0,2176,55.517
52231,0.0,2176,55.787
52232,0.01431,2176,55.517
52233,0.05798,2176,55.427
52234,0.09076,2176,55.607
52235,0.11383,2176,55.697
52236,0.133,2176,55.787
52237,0.1252,2176,55.697
52238,0.1019,2176,55.967
52239,0.07263,2176,56.597
52240,0.03017,2176,57.497
52241,0.000713,2176,58.64402455135
52242,0.0,2176,59.70304402317509
52243,0.0,2176,59.9420730108975
52244,0.0,2176,59.902026660625005
52245,0.0,2176,59.10987417067
52246,0.0,2176,57.406998
52247,0.0,2176,55.992203
52248,0.0,2177,55.542202
52249,0.0,2177,55.693398
52250,0.0,2177,55.9634
52251,0.0,2177,55.693398
52252,0.0,2177,56.1434
52253,0.0,2177,56.5034
52254,0.0,2177,56.8634
52255,9e-07,2177,57.0434
52256,0.0551,2177,56.9534
52257,0.2072,2177,56.6834
52258,0.2212,2177,56.4134
52259,0.2308,2177,56.3234
52260,0.2385,2177,54.7034
